"","origin","destination","sector","value"
"41333","HRV","GBR","C40",1
"41334","HRV","GRC","C40",1
"41335","HRV","HRV","C40",1
"41336","HRV","HUN","C40",1
"41337","HRV","IDN","C40",1
"41338","HRV","IND","C40",1
"41339","HRV","IRL","C40",1
"41340","HRV","ITA","C40",1
"41341","HRV","JPN","C40",1
"41342","HRV","KOR","C40",1
"41343","HRV","LTU","C40",1
"41344","HRV","LUX","C40",1
"41345","HRV","LVA","C40",1
"41346","HRV","MEX","C40",1
"41347","HRV","MLT","C40",1
"41348","HRV","NLD","C40",1
"41349","HRV","NOR","C40",1
"41350","HRV","POL","C40",1
"41351","HRV","PRT","C40",1
"41352","HRV","ROU","C40",1
"41353","HRV","ROW","C40",1
"41354","HRV","RUS","C40",1
"41355","HRV","SVK","C40",1
"41356","HRV","SVN","C40",1
"41357","HRV","SWE","C40",1
"41358","HRV","TUR","C40",1
"41359","HRV","TWN","C40",1
"41360","HRV","USA","C40",1
"41361","HRV","AUS","C41",1
"41362","HRV","AUT","C41",1
"41363","HRV","BEL","C41",1
"41364","HRV","BGR","C41",1
"41365","HRV","BRA","C41",1
"41366","HRV","CAN","C41",1
"41367","HRV","CHE","C41",1
"41368","HRV","CHN","C41",1
"41369","HRV","CYP","C41",1
"41370","HRV","CZE","C41",1
"41371","HRV","DEU","C41",1
"41372","HRV","DNK","C41",1
"41373","HRV","ESP","C41",1
"41374","HRV","EST","C41",1
"41375","HRV","FIN","C41",1
"41376","HRV","FRA","C41",1
"41377","HRV","GBR","C41",1
"41378","HRV","GRC","C41",1
"41379","HRV","HRV","C41",1
"41380","HRV","HUN","C41",1
"41381","HRV","IDN","C41",1
"41382","HRV","IND","C41",1
"41383","HRV","IRL","C41",1
"41384","HRV","ITA","C41",1
"41385","HRV","JPN","C41",1
"41386","HRV","KOR","C41",1
"41387","HRV","LTU","C41",1
"41388","HRV","LUX","C41",1
"41389","HRV","LVA","C41",1
"41390","HRV","MEX","C41",1
"41391","HRV","MLT","C41",1
"41392","HRV","NLD","C41",1
"41393","HRV","NOR","C41",1
"41394","HRV","POL","C41",1
"41395","HRV","PRT","C41",1
"41396","HRV","ROU","C41",1
"41397","HRV","ROW","C41",1
"41398","HRV","RUS","C41",1
"41399","HRV","SVK","C41",1
"41400","HRV","SVN","C41",1
"41401","HRV","SWE","C41",1
"41402","HRV","TUR","C41",1
"41403","HRV","TWN","C41",1
"41404","HRV","USA","C41",1
"41405","HRV","AUS","C42",1
"41406","HRV","AUT","C42",1
"41407","HRV","BEL","C42",1
"41408","HRV","BGR","C42",1
"41409","HRV","BRA","C42",1
"41410","HRV","CAN","C42",1
"41411","HRV","CHE","C42",1
"41412","HRV","CHN","C42",1
"41413","HRV","CYP","C42",1
"41414","HRV","CZE","C42",1
"41415","HRV","DEU","C42",1
"41416","HRV","DNK","C42",1
"41417","HRV","ESP","C42",1
"41418","HRV","EST","C42",1
"41419","HRV","FIN","C42",1
"41420","HRV","FRA","C42",1
"41421","HRV","GBR","C42",1
"41422","HRV","GRC","C42",1
"41423","HRV","HRV","C42",1
"41424","HRV","HUN","C42",1
"41425","HRV","IDN","C42",1
"41426","HRV","IND","C42",1
"41427","HRV","IRL","C42",1
"41428","HRV","ITA","C42",1
"41429","HRV","JPN","C42",1
"41430","HRV","KOR","C42",1
"41431","HRV","LTU","C42",1
"41432","HRV","LUX","C42",1
"41433","HRV","LVA","C42",1
"41434","HRV","MEX","C42",1
"41435","HRV","MLT","C42",1
"41436","HRV","NLD","C42",1
"41437","HRV","NOR","C42",1
"41438","HRV","POL","C42",1
"41439","HRV","PRT","C42",1
"41440","HRV","ROU","C42",1
"41441","HRV","ROW","C42",1
"41442","HRV","RUS","C42",1
"41443","HRV","SVK","C42",1
"41444","HRV","SVN","C42",1
"41445","HRV","SWE","C42",1
"41446","HRV","TUR","C42",1
"41447","HRV","TWN","C42",1
"41448","HRV","USA","C42",1
"41449","HRV","AUS","C43",1
"41450","HRV","AUT","C43",1
"41451","HRV","BEL","C43",1
"41452","HRV","BGR","C43",1
"41453","HRV","BRA","C43",1
"41454","HRV","CAN","C43",1
"41455","HRV","CHE","C43",1
"41456","HRV","CHN","C43",1
"41457","HRV","CYP","C43",1
"41458","HRV","CZE","C43",1
"41459","HRV","DEU","C43",1
"41460","HRV","DNK","C43",1
"41461","HRV","ESP","C43",1
"41462","HRV","EST","C43",1
"41463","HRV","FIN","C43",1
"41464","HRV","FRA","C43",1
"41465","HRV","GBR","C43",1
"41466","HRV","GRC","C43",1
"41467","HRV","HRV","C43",1
"41468","HRV","HUN","C43",1
"41469","HRV","IDN","C43",1
"41470","HRV","IND","C43",1
"41471","HRV","IRL","C43",1
"41472","HRV","ITA","C43",1
"41473","HRV","JPN","C43",1
"41474","HRV","KOR","C43",1
"41475","HRV","LTU","C43",1
"41476","HRV","LUX","C43",1
"41477","HRV","LVA","C43",1
"41478","HRV","MEX","C43",1
"41479","HRV","MLT","C43",1
"41480","HRV","NLD","C43",1
"41481","HRV","NOR","C43",1
"41482","HRV","POL","C43",1
"41483","HRV","PRT","C43",1
"41484","HRV","ROU","C43",1
"41485","HRV","ROW","C43",1
"41486","HRV","RUS","C43",1
"41487","HRV","SVK","C43",1
"41488","HRV","SVN","C43",1
"41489","HRV","SWE","C43",1
"41490","HRV","TUR","C43",1
"41491","HRV","TWN","C43",1
"41492","HRV","USA","C43",1
"41493","HRV","AUS","C44",1
"41494","HRV","AUT","C44",1
"41495","HRV","BEL","C44",1
"41496","HRV","BGR","C44",1
"41497","HRV","BRA","C44",1
"41498","HRV","CAN","C44",1
"41499","HRV","CHE","C44",1
"41500","HRV","CHN","C44",1
"41501","HRV","CYP","C44",1
"41502","HRV","CZE","C44",1
"41503","HRV","DEU","C44",1
"41504","HRV","DNK","C44",1
"41505","HRV","ESP","C44",1
"41506","HRV","EST","C44",1
"41507","HRV","FIN","C44",1
"41508","HRV","FRA","C44",1
"41509","HRV","GBR","C44",1
"41510","HRV","GRC","C44",1
"41511","HRV","HRV","C44",1
"41512","HRV","HUN","C44",1
"41513","HRV","IDN","C44",1
"41514","HRV","IND","C44",1
"41515","HRV","IRL","C44",1
"41516","HRV","ITA","C44",1
"41517","HRV","JPN","C44",1
"41518","HRV","KOR","C44",1
"41519","HRV","LTU","C44",1
"41520","HRV","LUX","C44",1
"41521","HRV","LVA","C44",1
"41522","HRV","MEX","C44",1
"41523","HRV","MLT","C44",1
"41524","HRV","NLD","C44",1
"41525","HRV","NOR","C44",1
"41526","HRV","POL","C44",1
"41527","HRV","PRT","C44",1
"41528","HRV","ROU","C44",1
"41529","HRV","ROW","C44",1
"41530","HRV","RUS","C44",1
"41531","HRV","SVK","C44",1
"41532","HRV","SVN","C44",1
"41533","HRV","SWE","C44",1
"41534","HRV","TUR","C44",1
"41535","HRV","TWN","C44",1
"41536","HRV","USA","C44",1
"41537","HRV","AUS","C45",1
"41538","HRV","AUT","C45",1
"41539","HRV","BEL","C45",1
"41540","HRV","BGR","C45",1
"41541","HRV","BRA","C45",1
"41542","HRV","CAN","C45",1
"41543","HRV","CHE","C45",1
"41544","HRV","CHN","C45",1
"41545","HRV","CYP","C45",1
"41546","HRV","CZE","C45",1
"41547","HRV","DEU","C45",1
"41548","HRV","DNK","C45",1
"41549","HRV","ESP","C45",1
"41550","HRV","EST","C45",1
"41551","HRV","FIN","C45",1
"41552","HRV","FRA","C45",1
"41553","HRV","GBR","C45",1
"41554","HRV","GRC","C45",1
"41555","HRV","HRV","C45",1
"41556","HRV","HUN","C45",1
"41557","HRV","IDN","C45",1
"41558","HRV","IND","C45",1
"41559","HRV","IRL","C45",1
"41560","HRV","ITA","C45",1
"41561","HRV","JPN","C45",1
"41562","HRV","KOR","C45",1
"41563","HRV","LTU","C45",1
"41564","HRV","LUX","C45",1
"41565","HRV","LVA","C45",1
"41566","HRV","MEX","C45",1
"41567","HRV","MLT","C45",1
"41568","HRV","NLD","C45",1
"41569","HRV","NOR","C45",1
"41570","HRV","POL","C45",1
"41571","HRV","PRT","C45",1
"41572","HRV","ROU","C45",1
"41573","HRV","ROW","C45",1
"41574","HRV","RUS","C45",1
"41575","HRV","SVK","C45",1
"41576","HRV","SVN","C45",1
"41577","HRV","SWE","C45",1
"41578","HRV","TUR","C45",1
"41579","HRV","TWN","C45",1
"41580","HRV","USA","C45",1
"41581","HRV","AUS","C46",1
"41582","HRV","AUT","C46",1
"41583","HRV","BEL","C46",1
"41584","HRV","BGR","C46",1
"41585","HRV","BRA","C46",1
"41586","HRV","CAN","C46",1
"41587","HRV","CHE","C46",1
"41588","HRV","CHN","C46",1
"41589","HRV","CYP","C46",1
"41590","HRV","CZE","C46",1
"41591","HRV","DEU","C46",1
"41592","HRV","DNK","C46",1
"41593","HRV","ESP","C46",1
"41594","HRV","EST","C46",1
"41595","HRV","FIN","C46",1
"41596","HRV","FRA","C46",1
"41597","HRV","GBR","C46",1
"41598","HRV","GRC","C46",1
"41599","HRV","HRV","C46",1
"41600","HRV","HUN","C46",1
"41601","HRV","IDN","C46",1
"41602","HRV","IND","C46",1
"41603","HRV","IRL","C46",1
"41604","HRV","ITA","C46",1
"41605","HRV","JPN","C46",1
"41606","HRV","KOR","C46",1
"41607","HRV","LTU","C46",1
"41608","HRV","LUX","C46",1
"41609","HRV","LVA","C46",1
"41610","HRV","MEX","C46",1
"41611","HRV","MLT","C46",1
"41612","HRV","NLD","C46",1
"41613","HRV","NOR","C46",1
"41614","HRV","POL","C46",1
"41615","HRV","PRT","C46",1
"41616","HRV","ROU","C46",1
"41617","HRV","ROW","C46",1
"41618","HRV","RUS","C46",1
"41619","HRV","SVK","C46",1
"41620","HRV","SVN","C46",1
"41621","HRV","SWE","C46",1
"41622","HRV","TUR","C46",1
"41623","HRV","TWN","C46",1
"41624","HRV","USA","C46",1
"41625","HRV","AUS","C47",1
"41626","HRV","AUT","C47",1
"41627","HRV","BEL","C47",1
"41628","HRV","BGR","C47",1
"41629","HRV","BRA","C47",1
"41630","HRV","CAN","C47",1
"41631","HRV","CHE","C47",1
"41632","HRV","CHN","C47",1
"41633","HRV","CYP","C47",1
"41634","HRV","CZE","C47",1
"41635","HRV","DEU","C47",1
"41636","HRV","DNK","C47",1
"41637","HRV","ESP","C47",1
"41638","HRV","EST","C47",1
"41639","HRV","FIN","C47",1
"41640","HRV","FRA","C47",1
"41641","HRV","GBR","C47",1
"41642","HRV","GRC","C47",1
"41643","HRV","HRV","C47",1
"41644","HRV","HUN","C47",1
"41645","HRV","IDN","C47",1
"41646","HRV","IND","C47",1
"41647","HRV","IRL","C47",1
"41648","HRV","ITA","C47",1
"41649","HRV","JPN","C47",1
"41650","HRV","KOR","C47",1
"41651","HRV","LTU","C47",1
"41652","HRV","LUX","C47",1
"41653","HRV","LVA","C47",1
"41654","HRV","MEX","C47",1
"41655","HRV","MLT","C47",1
"41656","HRV","NLD","C47",1
"41657","HRV","NOR","C47",1
"41658","HRV","POL","C47",1
"41659","HRV","PRT","C47",1
"41660","HRV","ROU","C47",1
"41661","HRV","ROW","C47",1
"41662","HRV","RUS","C47",1
"41663","HRV","SVK","C47",1
"41664","HRV","SVN","C47",1
"41665","HRV","SWE","C47",1
"41666","HRV","TUR","C47",1
"41667","HRV","TWN","C47",1
"41668","HRV","USA","C47",1
"41669","HRV","AUS","C48",1
"41670","HRV","AUT","C48",1
"41671","HRV","BEL","C48",1
"41672","HRV","BGR","C48",1
"41673","HRV","BRA","C48",1
"41674","HRV","CAN","C48",1
"41675","HRV","CHE","C48",1
"41676","HRV","CHN","C48",1
"41677","HRV","CYP","C48",1
"41678","HRV","CZE","C48",1
"41679","HRV","DEU","C48",1
"41680","HRV","DNK","C48",1
"41681","HRV","ESP","C48",1
"41682","HRV","EST","C48",1
"41683","HRV","FIN","C48",1
"41684","HRV","FRA","C48",1
"41685","HRV","GBR","C48",1
"41686","HRV","GRC","C48",1
"41687","HRV","HRV","C48",1
"41688","HRV","HUN","C48",1
"41689","HRV","IDN","C48",1
"41690","HRV","IND","C48",1
"41691","HRV","IRL","C48",1
"41692","HRV","ITA","C48",1
"41693","HRV","JPN","C48",1
"41694","HRV","KOR","C48",1
"41695","HRV","LTU","C48",1
"41696","HRV","LUX","C48",1
"41697","HRV","LVA","C48",1
"41698","HRV","MEX","C48",1
"41699","HRV","MLT","C48",1
"41700","HRV","NLD","C48",1
"41701","HRV","NOR","C48",1
"41702","HRV","POL","C48",1
"41703","HRV","PRT","C48",1
"41704","HRV","ROU","C48",1
"41705","HRV","ROW","C48",1
"41706","HRV","RUS","C48",1
"41707","HRV","SVK","C48",1
"41708","HRV","SVN","C48",1
"41709","HRV","SWE","C48",1
"41710","HRV","TUR","C48",1
"41711","HRV","TWN","C48",1
"41712","HRV","USA","C48",1
"41713","HRV","AUS","C49",1
"41714","HRV","AUT","C49",1
"41715","HRV","BEL","C49",1
"41716","HRV","BGR","C49",1
"41717","HRV","BRA","C49",1
"41718","HRV","CAN","C49",1
"41719","HRV","CHE","C49",1
"41720","HRV","CHN","C49",1
"41721","HRV","CYP","C49",1
"41722","HRV","CZE","C49",1
"41723","HRV","DEU","C49",1
"41724","HRV","DNK","C49",1
"41725","HRV","ESP","C49",1
"41726","HRV","EST","C49",1
"41727","HRV","FIN","C49",1
"41728","HRV","FRA","C49",1
"41729","HRV","GBR","C49",1
"41730","HRV","GRC","C49",1
"41731","HRV","HRV","C49",1
"41732","HRV","HUN","C49",1
"41733","HRV","IDN","C49",1
"41734","HRV","IND","C49",1
"41735","HRV","IRL","C49",1
"41736","HRV","ITA","C49",1
"41737","HRV","JPN","C49",1
"41738","HRV","KOR","C49",1
"41739","HRV","LTU","C49",1
"41740","HRV","LUX","C49",1
"41741","HRV","LVA","C49",1
"41742","HRV","MEX","C49",1
"41743","HRV","MLT","C49",1
"41744","HRV","NLD","C49",1
"41745","HRV","NOR","C49",1
"41746","HRV","POL","C49",1
"41747","HRV","PRT","C49",1
"41748","HRV","ROU","C49",1
"41749","HRV","ROW","C49",1
"41750","HRV","RUS","C49",1
"41751","HRV","SVK","C49",1
"41752","HRV","SVN","C49",1
"41753","HRV","SWE","C49",1
"41754","HRV","TUR","C49",1
"41755","HRV","TWN","C49",1
"41756","HRV","USA","C49",1
"41757","HRV","AUS","C50",1
"41758","HRV","AUT","C50",1
"41759","HRV","BEL","C50",1
"41760","HRV","BGR","C50",1
"41761","HRV","BRA","C50",1
"41762","HRV","CAN","C50",1
"41763","HRV","CHE","C50",1
"41764","HRV","CHN","C50",1
"41765","HRV","CYP","C50",1
"41766","HRV","CZE","C50",1
"41767","HRV","DEU","C50",1
"41768","HRV","DNK","C50",1
"41769","HRV","ESP","C50",1
"41770","HRV","EST","C50",1
"41771","HRV","FIN","C50",1
"41772","HRV","FRA","C50",1
"41773","HRV","GBR","C50",1
"41774","HRV","GRC","C50",1
"41775","HRV","HRV","C50",1
"41776","HRV","HUN","C50",1
"41777","HRV","IDN","C50",1
"41778","HRV","IND","C50",1
"41779","HRV","IRL","C50",1
"41780","HRV","ITA","C50",1
"41781","HRV","JPN","C50",1
"41782","HRV","KOR","C50",1
"41783","HRV","LTU","C50",1
"41784","HRV","LUX","C50",1
"41785","HRV","LVA","C50",1
"41786","HRV","MEX","C50",1
"41787","HRV","MLT","C50",1
"41788","HRV","NLD","C50",1
"41789","HRV","NOR","C50",1
"41790","HRV","POL","C50",1
"41791","HRV","PRT","C50",1
"41792","HRV","ROU","C50",1
"41793","HRV","ROW","C50",1
"41794","HRV","RUS","C50",1
"41795","HRV","SVK","C50",1
"41796","HRV","SVN","C50",1
"41797","HRV","SWE","C50",1
"41798","HRV","TUR","C50",1
"41799","HRV","TWN","C50",1
"41800","HRV","USA","C50",1
"41801","HUN","AUS","C01",1.04845460414887
"41802","HUN","AUT","C01",1
"41803","HUN","BEL","C01",1
"41804","HUN","BGR","C01",1
"41805","HUN","BRA","C01",1.04484080314636
"41806","HUN","CAN","C01",1
"41807","HUN","CHE","C01",1.015318390131
"41808","HUN","CHN","C01",1.01806479334831
"41809","HUN","CYP","C01",1
"41810","HUN","CZE","C01",1
"41811","HUN","DEU","C01",1
"41812","HUN","DNK","C01",1
"41813","HUN","ESP","C01",1
"41814","HUN","EST","C01",1
"41815","HUN","FIN","C01",1
"41816","HUN","FRA","C01",1
"41817","HUN","GBR","C01",1
"41818","HUN","GRC","C01",1
"41819","HUN","HRV","C01",1
"41820","HUN","HUN","C01",1
"41821","HUN","IDN","C01",1.00045029278845
"41822","HUN","IND","C01",1.02058990001679
"41823","HUN","IRL","C01",1
"41824","HUN","ITA","C01",1
"41825","HUN","JPN","C01",1.06408083915711
"41826","HUN","KOR","C01",1
"41827","HUN","LTU","C01",1
"41828","HUN","LUX","C01",1
"41829","HUN","LVA","C01",1
"41830","HUN","MEX","C01",1
"41831","HUN","MLT","C01",1
"41832","HUN","NLD","C01",1
"41833","HUN","NOR","C01",1.00126691311598
"41834","HUN","POL","C01",1
"41835","HUN","PRT","C01",1
"41836","HUN","ROU","C01",1
"41837","HUN","ROW","C01",1.03097530302385
"41838","HUN","RUS","C01",1.04470549106598
"41839","HUN","SVK","C01",1
"41840","HUN","SVN","C01",1
"41841","HUN","SWE","C01",1
"41842","HUN","TUR","C01",1.00241738662124
"41843","HUN","TWN","C01",1.01113252878189
"41844","HUN","USA","C01",1.00897215008736
"41845","HUN","AUS","C02",1.04949639797211
"41846","HUN","AUT","C02",1
"41847","HUN","BEL","C02",1
"41848","HUN","BGR","C02",1
"41849","HUN","BRA","C02",1.00324655890465
"41850","HUN","CAN","C02",1.04845232009888
"41851","HUN","CHE","C02",1.000490684174
"41852","HUN","CHN","C02",1.01902156352997
"41853","HUN","CYP","C02",1
"41854","HUN","CZE","C02",1
"41855","HUN","DEU","C02",1
"41856","HUN","DNK","C02",1
"41857","HUN","ESP","C02",1
"41858","HUN","EST","C02",1
"41859","HUN","FIN","C02",1
"41860","HUN","FRA","C02",1
"41861","HUN","GBR","C02",1
"41862","HUN","GRC","C02",1
"41863","HUN","HRV","C02",1
"41864","HUN","HUN","C02",1
"41865","HUN","IDN","C02",1.00003700603498
"41866","HUN","IND","C02",1.00223306119442
"41867","HUN","IRL","C02",1
"41868","HUN","ITA","C02",1
"41869","HUN","JPN","C02",1.06408082962036
"41870","HUN","KOR","C02",1
"41871","HUN","LTU","C02",1
"41872","HUN","LUX","C02",1
"41873","HUN","LVA","C02",1
"41874","HUN","MEX","C02",1
"41875","HUN","MLT","C02",1
"41876","HUN","NLD","C02",1
"41877","HUN","NOR","C02",1
"41878","HUN","POL","C02",1
"41879","HUN","PRT","C02",1
"41880","HUN","ROU","C02",1
"41881","HUN","ROW","C02",1.00336034785443
"41882","HUN","RUS","C02",1.01
"41883","HUN","SVK","C02",1
"41884","HUN","SVN","C02",1
"41885","HUN","SWE","C02",1
"41886","HUN","TUR","C02",1.00426257073879
"41887","HUN","TWN","C02",1.00360546261072
"41888","HUN","USA","C02",1.02948844671249
"41889","HUN","AUS","C03",1.00728571414948
"41890","HUN","AUT","C03",1
"41891","HUN","BEL","C03",1
"41892","HUN","BGR","C03",1
"41893","HUN","BRA","C03",1.00242842286825
"41894","HUN","CAN","C03",1
"41895","HUN","CHE","C03",1.00007528602146
"41896","HUN","CHN","C03",1.12434036254883
"41897","HUN","CYP","C03",1
"41898","HUN","CZE","C03",1
"41899","HUN","DEU","C03",1
"41900","HUN","DNK","C03",1
"41901","HUN","ESP","C03",1
"41902","HUN","EST","C03",1
"41903","HUN","FIN","C03",1
"41904","HUN","FRA","C03",1
"41905","HUN","GBR","C03",1
"41906","HUN","GRC","C03",1
"41907","HUN","HRV","C03",1
"41908","HUN","HUN","C03",1
"41909","HUN","IDN","C03",1.00779085159302
"41910","HUN","IND","C03",1
"41911","HUN","IRL","C03",1
"41912","HUN","ITA","C03",1
"41913","HUN","JPN","C03",1.06861764431
"41914","HUN","KOR","C03",1
"41915","HUN","LTU","C03",1
"41916","HUN","LUX","C03",1
"41917","HUN","LVA","C03",1
"41918","HUN","MEX","C03",1.00409909904003
"41919","HUN","MLT","C03",1
"41920","HUN","NLD","C03",1
"41921","HUN","NOR","C03",1.06005034446716
"41922","HUN","POL","C03",1
"41923","HUN","PRT","C03",1
"41924","HUN","ROU","C03",1
"41925","HUN","ROW","C03",1.01084717416728
"41926","HUN","RUS","C03",1.00360603958368
"41927","HUN","SVK","C03",1
"41928","HUN","SVN","C03",1
"41929","HUN","SWE","C03",1
"41930","HUN","TUR","C03",1
"41931","HUN","TWN","C03",1.1625
"41932","HUN","USA","C03",1.06276909351349
"41933","HUN","AUS","C04",1
"41934","HUN","AUT","C04",1
"41935","HUN","BEL","C04",1
"41936","HUN","BGR","C04",1
"41937","HUN","BRA","C04",1
"41938","HUN","CAN","C04",1
"41939","HUN","CHE","C04",1
"41940","HUN","CHN","C04",1
"41941","HUN","CYP","C04",1
"41942","HUN","CZE","C04",1
"41943","HUN","DEU","C04",1
"41944","HUN","DNK","C04",1
"41945","HUN","ESP","C04",1
"41946","HUN","EST","C04",1
"41947","HUN","FIN","C04",1
"41948","HUN","FRA","C04",1
"41949","HUN","GBR","C04",1
"41950","HUN","GRC","C04",1
"41951","HUN","HRV","C04",1
"41952","HUN","HUN","C04",1
"41953","HUN","IDN","C04",1
"41954","HUN","IND","C04",1
"41955","HUN","IRL","C04",1
"41956","HUN","ITA","C04",1
"41957","HUN","JPN","C04",1
"41958","HUN","KOR","C04",1
"41959","HUN","LTU","C04",1
"41960","HUN","LUX","C04",1
"41961","HUN","LVA","C04",1
"41962","HUN","MEX","C04",1.00181927710771
"41963","HUN","MLT","C04",1
"41964","HUN","NLD","C04",1
"41965","HUN","NOR","C04",1
"41966","HUN","POL","C04",1
"41967","HUN","PRT","C04",1
"41968","HUN","ROU","C04",1
"41969","HUN","ROW","C04",1.00000886981209
"41970","HUN","RUS","C04",1
"41971","HUN","SVK","C04",1
"41972","HUN","SVN","C04",1
"41973","HUN","SWE","C04",1
"41974","HUN","TUR","C04",1
"41975","HUN","TWN","C04",1
"41976","HUN","USA","C04",1
"41977","HUN","AUS","C05",1.09453380584717
"41978","HUN","AUT","C05",1
"41979","HUN","BEL","C05",1
"41980","HUN","BGR","C05",1
"41981","HUN","BRA","C05",1.10165175437927
"41982","HUN","CAN","C05",1.06505686759949
"41983","HUN","CHE","C05",1.00473640710116
"41984","HUN","CHN","C05",1.08423615455627
"41985","HUN","CYP","C05",1
"41986","HUN","CZE","C05",1
"41987","HUN","DEU","C05",1
"41988","HUN","DNK","C05",1
"41989","HUN","ESP","C05",1
"41990","HUN","EST","C05",1
"41991","HUN","FIN","C05",1
"41992","HUN","FRA","C05",1
"41993","HUN","GBR","C05",1
"41994","HUN","GRC","C05",1
"41995","HUN","HRV","C05",1
"41996","HUN","HUN","C05",1
"41997","HUN","IDN","C05",1.07397936344147
"41998","HUN","IND","C05",1.05342854976654
"41999","HUN","IRL","C05",1
"42000","HUN","ITA","C05",1
"42001","HUN","JPN","C05",1.09476460456848
"42002","HUN","KOR","C05",1
"42003","HUN","LTU","C05",1
"42004","HUN","LUX","C05",1
"42005","HUN","LVA","C05",1
"42006","HUN","MEX","C05",1
"42007","HUN","MLT","C05",1
"42008","HUN","NLD","C05",1
"42009","HUN","NOR","C05",1.01876606464386
"42010","HUN","POL","C05",1
"42011","HUN","PRT","C05",1
"42012","HUN","ROU","C05",1
"42013","HUN","ROW","C05",1.08537433092609
"42014","HUN","RUS","C05",1.11593528747559
"42015","HUN","SVK","C05",1
"42016","HUN","SVN","C05",1
"42017","HUN","SWE","C05",1
"42018","HUN","TUR","C05",1.0164282989502
"42019","HUN","TWN","C05",1.0099449634552
"42020","HUN","USA","C05",1.09785134315491
"42021","HUN","AUS","C06",1.01904316663742
"42022","HUN","AUT","C06",1
"42023","HUN","BEL","C06",1
"42024","HUN","BGR","C06",1
"42025","HUN","BRA","C06",1.05116176128387
"42026","HUN","CAN","C06",1.02999990463257
"42027","HUN","CHE","C06",1
"42028","HUN","CHN","C06",1.07166492938995
"42029","HUN","CYP","C06",1
"42030","HUN","CZE","C06",1
"42031","HUN","DEU","C06",1
"42032","HUN","DNK","C06",1
"42033","HUN","ESP","C06",1
"42034","HUN","EST","C06",1
"42035","HUN","FIN","C06",1
"42036","HUN","FRA","C06",1
"42037","HUN","GBR","C06",1
"42038","HUN","GRC","C06",1
"42039","HUN","HRV","C06",1
"42040","HUN","HUN","C06",1
"42041","HUN","IDN","C06",1.05187995910644
"42042","HUN","IND","C06",1.0309406876564
"42043","HUN","IRL","C06",1
"42044","HUN","ITA","C06",1
"42045","HUN","JPN","C06",1.03116461753845
"42046","HUN","KOR","C06",1.00006152491551
"42047","HUN","LTU","C06",1
"42048","HUN","LUX","C06",1
"42049","HUN","LVA","C06",1
"42050","HUN","MEX","C06",1
"42051","HUN","MLT","C06",1
"42052","HUN","NLD","C06",1
"42053","HUN","NOR","C06",1
"42054","HUN","POL","C06",1
"42055","HUN","PRT","C06",1
"42056","HUN","ROU","C06",1
"42057","HUN","ROW","C06",1.05847947717505
"42058","HUN","RUS","C06",1.02938133716583
"42059","HUN","SVK","C06",1
"42060","HUN","SVN","C06",1
"42061","HUN","SWE","C06",1
"42062","HUN","TUR","C06",1
"42063","HUN","TWN","C06",1.06030795097351
"42064","HUN","USA","C06",1.03973066806793
"42065","HUN","AUS","C07",1.01513260960579
"42066","HUN","AUT","C07",1
"42067","HUN","BEL","C07",1
"42068","HUN","BGR","C07",1
"42069","HUN","BRA","C07",1.13622180938721
"42070","HUN","CAN","C07",1.01550667405129
"42071","HUN","CHE","C07",1
"42072","HUN","CHN","C07",1.06094470500946
"42073","HUN","CYP","C07",1
"42074","HUN","CZE","C07",1
"42075","HUN","DEU","C07",1
"42076","HUN","DNK","C07",1
"42077","HUN","ESP","C07",1
"42078","HUN","EST","C07",1
"42079","HUN","FIN","C07",1
"42080","HUN","FRA","C07",1
"42081","HUN","GBR","C07",1
"42082","HUN","GRC","C07",1
"42083","HUN","HRV","C07",1
"42084","HUN","HUN","C07",1
"42085","HUN","IDN","C07",1.05734358310699
"42086","HUN","IND","C07",1.00623928904533
"42087","HUN","IRL","C07",1
"42088","HUN","ITA","C07",1
"42089","HUN","JPN","C07",1.03359444379807
"42090","HUN","KOR","C07",1.00052018593997
"42091","HUN","LTU","C07",1
"42092","HUN","LUX","C07",1
"42093","HUN","LVA","C07",1
"42094","HUN","MEX","C07",1
"42095","HUN","MLT","C07",1
"42096","HUN","NLD","C07",1
"42097","HUN","NOR","C07",1
"42098","HUN","POL","C07",1
"42099","HUN","PRT","C07",1
"42100","HUN","ROU","C07",1
"42101","HUN","ROW","C07",1.05068366375549
"42102","HUN","RUS","C07",1.04035000324249
"42103","HUN","SVK","C07",1
"42104","HUN","SVN","C07",1
"42105","HUN","SWE","C07",1
"42106","HUN","TUR","C07",1
"42107","HUN","TWN","C07",1.0513680267334
"42108","HUN","USA","C07",1.03507667064667
"42109","HUN","AUS","C08",1.01677663207054
"42110","HUN","AUT","C08",1
"42111","HUN","BEL","C08",1
"42112","HUN","BGR","C08",1
"42113","HUN","BRA","C08",1.00242215037346
"42114","HUN","CAN","C08",1.01121784090996
"42115","HUN","CHE","C08",1
"42116","HUN","CHN","C08",1.03550755262375
"42117","HUN","CYP","C08",1
"42118","HUN","CZE","C08",1
"42119","HUN","DEU","C08",1
"42120","HUN","DNK","C08",1
"42121","HUN","ESP","C08",1
"42122","HUN","EST","C08",1
"42123","HUN","FIN","C08",1
"42124","HUN","FRA","C08",1
"42125","HUN","GBR","C08",1
"42126","HUN","GRC","C08",1
"42127","HUN","HRV","C08",1
"42128","HUN","HUN","C08",1
"42129","HUN","IDN","C08",1.01838106393814
